Time (fs)	,	Dipole 10A	,	Dipole 3A	,	3A-10A
260.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
261.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
261.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
261.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
261.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
261.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
262.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
262.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
262.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
262.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
262.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
263.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
263.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
263.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
263.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
263.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
264.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
264.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
264.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
264.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
264.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
265.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
265.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
265.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
265.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
265.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
266.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
266.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
266.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
266.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
266.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
267.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
267.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
267.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
267.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
267.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
268.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
268.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
268.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
268.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
268.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
269.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
269.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
269.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
269.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
269.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
270.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
270.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
270.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
270.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
270.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
271.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
271.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
271.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
271.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
271.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
272.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
272.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
272.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
272.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
272.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
273.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
273.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
273.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
273.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
273.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
274.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
274.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
274.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
274.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
274.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
275.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
275.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
275.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
275.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
275.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
276.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
276.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
276.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
276.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
276.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
277.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
277.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
277.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
277.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
277.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
278.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
278.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
278.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
278.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
278.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
279.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
279.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
279.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
279.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
279.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
280.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
280.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
280.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
280.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
280.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
281.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
281.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
281.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
281.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
281.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
282.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
282.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
282.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
282.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
282.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
283.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
283.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
283.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
283.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
283.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
284.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
284.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
284.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
284.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
284.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
285.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
285.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
285.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
285.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
285.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
286.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
286.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
286.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
286.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
286.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
287.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
287.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
287.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
287.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
287.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
288.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
288.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
288.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
288.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
288.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
289.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
289.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
289.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
289.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
289.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
290.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
290.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
290.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
290.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
290.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
291.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
291.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
291.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
291.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
291.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
292.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
292.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
292.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
292.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
292.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
293.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
293.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
293.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
293.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
293.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
294.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
294.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
294.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
294.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
294.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
295.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
295.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
295.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
295.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
295.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
296.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
296.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
296.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
296.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
296.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
297.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
297.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
297.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
297.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
297.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
298.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
298.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
298.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
298.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
298.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
299.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
299.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
299.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
299.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
299.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
300.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
300.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
300.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
300.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
300.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
301.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
301.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
301.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
301.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
301.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
302.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
302.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
302.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
302.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
302.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
303.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
303.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
303.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
303.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
303.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
304.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
304.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
304.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
304.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
304.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
305.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
305.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
305.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
305.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
305.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
306.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
306.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
306.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
306.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
306.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
307.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
307.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
307.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
307.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
307.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
308.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
308.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
308.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
308.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
308.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
309.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
309.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
309.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
309.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
309.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
310.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
310.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
310.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
310.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
310.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
311.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
311.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
311.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
311.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
311.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
312.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
312.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
312.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
312.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
312.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
313.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
313.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
313.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
313.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
313.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
314.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
314.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
314.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
314.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
314.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
315.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
315.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
315.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
315.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
315.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
316.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
316.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
316.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
316.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
316.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
317.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
317.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
317.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
317.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
317.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
318.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
318.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
318.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
318.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
318.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
319.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
319.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
319.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
319.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
319.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
320.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
320.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
320.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
320.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
320.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
321.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
321.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
321.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
321.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
321.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
322.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
322.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
322.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
322.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
322.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
323.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
323.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
323.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
323.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
323.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
324.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
324.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
324.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
324.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
324.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
325.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
325.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
325.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
325.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
325.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
326.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
326.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
326.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
326.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
326.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
327.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
327.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
327.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
327.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
327.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
328.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
328.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
328.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
328.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
328.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
329.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
329.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
329.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
329.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
329.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
330.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
330.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
330.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
330.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
330.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
331.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
331.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
331.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
331.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
331.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
332.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
332.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
332.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
332.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
332.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
333.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
333.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
333.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
333.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
333.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
334.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
334.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
334.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
334.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
334.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
335.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
335.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
335.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
335.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
335.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
336.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
336.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
336.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
336.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
336.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
337.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
337.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
337.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
337.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
337.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
338.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
338.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
338.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
338.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
338.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
339.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
339.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
339.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
339.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
339.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
340.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
340.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
340.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
340.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
340.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
341.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
341.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
341.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
341.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
341.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
342.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
342.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
342.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
342.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
342.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
343.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
343.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
343.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
343.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
343.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
344.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
344.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
344.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
344.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
344.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
345.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
345.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
345.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
345.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
345.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
346.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
346.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
346.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
346.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
346.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
347.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
347.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
347.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
347.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
347.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
